PMID,Year,Title
41740821,2026,"Brain tissue changes, network dysfunction, and cerebral hemodynamic deficits in postural orthostatic tachycardia syndrome."
41513055,2026,"Can oral anticoagulants be safely discontinued after atrial fibrillation ablation? A systematic review and meta-analysis of reconstructed time-to-event data."
41513057,2026,"Frailty and risk of death without device therapy among patients with primary prophylaxis implantable cardioverter-defibrillators: The CERTITUDE Registry."
41513059,2026,"Timing and incidence of symptomatic early recurrence following pulmonary vein isolation with pulsed-field compared with radiofrequency ablation."
41932670,2026,"Paced QRS morphology and lead location in left bundle branch area pacing assessed by photon-counting cardiac computed tomography."
41936938,2026,"Beyond ion channel dysfunction: Integration of the transcriptome and proteome from patient-specific re-engineered cardiac cells, and population-level QT genome-wide association study reveals broad cellular dysfunction."
41951115,2026,"High incidence of pacing-induced cardiomyopathy in patients with cardiac sarcoidosis."
41956265,2026,"Notch1 deletion reduces arrhythmogenic remodeling after myocardial infarction."
41956266,2026,"Acute kidney injury related to pulsed field ablation of atrial fibrillation: Protective role of the protocol-based hydration regimen."
41956267,2026,"Epicardial validation of transmural posterior wall isolation during endocardial pulsed field ablation in long-standing persistent atrial fibrillation."
41956268,2026,"High-fidelity postmyocardial infarction ventricular tachycardia simulation for intraprocedure ablation guidance."
41933636,2026,"Downregulation of L-type Cacurrent in patients with atrial fibrillation results from altered channel gating and disruption of membrane microdomains."
41956269,2026,"Estimation of atrial fibrillation burden as a function of monitoring time without atrial fibrillation."
41956271,2026,"Socioeconomic deprivation and reclassification of ischemic stroke risk in patients with atrial fibrillation: A report from UK Biobank."
41966386,2026,"Radiofrequency current-facilitated implantation of left bundle branch pacing lead for cardiac resynchronization therapy."
41974363,2026,"Left atrial ablation using the dual-energy, lattice-tip catheter in the SAFE-Ablation Registry: How to avoid procedure-related stroke?"
41966525,2026,"Cardiovascular-kidney-metabolic syndrome and atrial fibrillation: Insights from 2 real-world prospective registries across Europe and East Asia."
41973896,2026,"Translational peak frequency mapping of human sinoatrial node-Bachmann bundle axis: Integrating human in vivo electroanatomic mapping with preclinical microstructural validation."
41985646,2026,"Incidence and predictors of major arrhythmic events after acute myocarditis complicated by ventricular arrhythmias: A systematic review and meta-analysis."
41973895,2026,"Safety and efficacy of conduction system pacing in dual-chamber Pacemakers in a CRT-indicated population: Primary analysis of the CORE-CPP study."
41956270,2026,"Multicenter validation of an artificial intelligence-enabled ECG model to predict 1-year risk of atrial fibrillation or flutter."
41933637,2026,"Hemolysis and kidney injury after catheter ablation for atrial fibrillation: Microsecond vs nanosecond pulsed field ablation."
41933634,2026,"Extensive coronary venous system mapping for outflow tract ventricular arrhythmias: Utility of a dual over-the-wire microelectrode catheter technique."
41927277,2026,"Establishing a national cardiopulmonary resuscitation program in Indian high schools and colleges: An expert collaborative call to action and implementation model."
41513060,2026,"Left ventricular subendocardial pacing provides the same left ventricular synchrony and work efficiency as direct left bundle branch capture."
41513061,2026,"Dim light at night worsens cardiac autonomic dysregulation in female diabetic mice."
41513063,2026,"Tricuspid valve regurgitation with single- and dual-chamber helix-fixation leadless pacemakers."
41519349,2026,"Septal venous channel perforation during Bachmann bundle pacing."
41500485,2026,"Transient esophageal temperature heating observed during pulsed field ablation for atrial fibrillation."
41500490,2026,"Real-world performance of intrinsic antitachycardia pacing: Primary results from a global prospective postapproval registry study."
41513056,2026,"Senolytic reduction of senescent cells mitigates atrial arrhythmia vulnerability in aging rabbits."
41933633,2026,"Improving transthyretin cardiac amyloidosis detection from electrocardiograms through the Willem artificial intelligence platform."
41513058,2026,"Effectiveness of cardiac resynchronization therapy in adult congenital heart disease: A meta-analysis of biventricular and conduction system pacing outcomes."
41519351,2026,"Impact of left atrial posterior wall isolation using pulsed-field ablation in patients undergoing repeat catheter ablation for atrial fibrillation."
41519354,2026,"Prevalence of clinically significant bradyarrhythmias in patients implanted with loop recorders for cryptogenic stroke: A manifestation of atrial cardiomyopathy?"
41520933,2026,"Monopolar biphasic focal pulsed field ablation directly at the atrioventricular junction and from within the noncoronary cusp: The PFA-CONDUCT study."
41525967,2026,"Temporal variability of the electromechanical window in long-QT syndrome and drug-induced QT prolongation: Value for enhanced arrhythmia-risk assessment."
41525968,2026,"External validation of an explainable electrocardiogram-only deep learning algorithm for the prediction of response after cardiac resynchronization therapy."
41581849,2026,"Esophageal injury after pulmonary vein isolation using pulsed electric fields."
41927276,2026,"Iconic figures in hypertrophic cardiomyopathy."
41513062,2026,"Comparison of combined anatomic and functional modeling with purely anatomic assessment in scar-dependent ventricular tachycardia."
41933635,2026,"Exercise capacity and quality-of-life improvements after catheter ablation in patients with clinically asymptomatic persistent atrial fibrillation."
41933632,2026,"National detection strategies and long QT syndrome: How do we measure success in rare cardiogenetic disorders?"
41933631,2026,"Precise localization of the ventricular insertion of a bystander concealed nodoventricular pathway in east-slow atrioventricular nodal reentrant tachycardia."
41760164,2026,"Iconic figure: The long-short initiating sequence of torsade de pointes."
41780576,2026,"Proteomic signatures for sudden cardiac death and related intermediate phenotypes."
41780577,2026,"Sex hormones and arrhythmia risk in women with long QT syndrome."
41780578,2026,"Relationship between surface electrocardiogram voltages and intraoperative R-Wave amplitude during extravascular implantable cardioverter-defibrillator implantation."
41786232,2026,"Lead failure and venous occlusion as potential drivers of extraction difficulty."
41791632,2026,"EFFNet: Efficient feature fusion network for left ventricular hypertrophy identification based on 12-lead electrocardiogram signals."
41791633,2026,"Early recurrence of atrial arrhythmias and its impact on late recurrence after pulmonary vein isolation using pulsed field ablation of paroxysmal atrial fibrillation: A long-term follow-up study."
41759867,2026,"Impact of atrial fibrillation burden on quality of life and prediction of health care utilization: Primary results from the DEFINE AFib study."
41791634,2026,"Association of atrial high-rate episodes daily burden with the risk of cardiovascular death, heart failure hospitalization, and stroke."
41794083,2026,"Activation signature valleys are predictive of macroreentrant atrial tachycardia bottlenecks where uniform low voltage and uniform slow conduction reside."
41794084,2026,"Incidence of 180-day readmission in women with arrhythmias during pregnancy: Insights from the Nationwide Readmissions Database."
41794085,2026,"Class Ic antiarrhythmic therapy after PCI in new-onset atrial fibrillation: Safety and clinical outcomes from a nationwide cohort."
41794088,2026,"Class Ic antiarrhythmic drugs and structural heart disease-Time for a randomized controlled study?"
41794086,2026,"The impact of vein of Marshall alcohol or radiofrequency ablation in patients with persistent atrial fibrillation undergoing catheter ablation in the REAL-AF registry."
41794087,2026,"Adjunctive ablation at the mitral isthmus in patients with left ventricular pacing leads: A retrospective multicenter analysis of safety and feasibility."
41794089,2026,"Antiarrhythmic drugs vs catheter ablation for treatment of atrial fibrillation in an elderly population: A retrospective analysis of Medicare Advantage enrollees in the United States."
41794082,2026,"Risk stratification in short QT syndrome: Findings from a pooled analysis."
41796949,2026,"To the editor- The era of lumenless defibrillation leads in conduction system pacing: Looking beyond implantation success to lead extraction."
41759868,2026,"Pulsed field vs thermal ablation for atrial fibrillation: A Bayesian meta-analysis."
41759872,2026,"Effect of lead body and helix design variables on implantation success, insertion depth, and muscle torque in the left bundle branch area: Insights from an ex vivo porcine model."
41485808,2026,"Heart Rhythm 2026: State of the Journal."
41485809,2026,"Top stories: Pediatric CIEDs."
41485810,2026,"Advancing heart rhythm care in challenging times."
41485811,2026,"Demonstration of dual AV nodal pathways in patients with supraventricular tachycardia."
41500487,2026,"General anesthesia vs deep sedation in patients receiving subcutaneous implantable defibrillator implantation: A propensity-matched analysis from the i-SUSI project."
41500489,2026,"From bench to bedside: The clinical relevance of atrial electrical remodeling in atrial fibrillation therapy."
41506561,2026,"Pulmonary vein isolation alone vs adjunctive ablation for first persistent atrial fibrillation: A real-world target-trial emulation."
41759870,2026,"Risk factors and clinical outcomes in patients with newly diagnosed asymptomatic atrial fibrillation."
41628685,2026,"Rate-dependent abrupt QRS changes during pace mapping caused by unidirectional block in scar-related ventricular tachycardia."
41759869,2026,"Fibroblast growth factor 21 prevents catecholaminergic arrhythmias in a mouse model of PKP2 arrhythmogenic cardiomyopathy."
41759866,2026,"Progressive coronary spasm after focal pulsed field ablation of premature ventricular contractions in the great cardiac vein despite pretreatment with intravenous nitroglycerin."
41759865,2026,"Detection of a retroaortic left circumflex artery with intracardiac echocardiography before ablation."
41759862,2026,"Impact of wait times for atrial fibrillation ablation on cumulative health care costs."
41759861,2026,"Skin sympathetic nerve activity complexity predicts sudden and nonsudden cardiac mortality in heart failure."
41759860,2026,"A population-based study of trends in cardiac arrest and sudden death owing to long QT syndrome."
41759873,2026,"Identifying the optimal site for intentional right atrial appendage perforation for pericardial COinsufflation: A cardiac CT anatomic evaluation."
41759871,2026,"Rapid early battery depletion and lead-electrode corrosion owing to CIED gate oxide semiconductor defects."
41979555,2026,"Characterization of a successful transseptal access with an electrified guidewire: An ex vivo ovine study."
41796950,2026,"Response to the letter to the editor entitled ""Lumenless defibrillation lead for LBBAP: promise for the future?""."
41819241,2026,"Predictive value of notched P wave for life-threatening arrhythmias in patients with Brugada syndrome: Insights from a multicenter prospective study."
41881369,2026,"A multidimensional mapping array for assessment of myocardial activation using the electrotomographic mapping concept."
41881370,2026,"Electrophysiological predictors of super-response to left bundle branch area pacing in nonischemic cardiomyopathy: The PRECISION LBBAP study."
41881371,2026,"Implantation of standard defibrillator leads in the left bundle branch area: Experience from an international cohort."
41881372,2026,"Pulmonary vein isolation in early-onset atrial fibrillation (age &#x2264; 50 years): A multicenter comparison of pulsed-field ablation vs thermal energy sources."
41881373,2026,"Antiarrhythmic drugs vs catheter ablation as rhythm control for atrial fibrillation: A systematic review and meta-analysis of randomized controlled trials."
41881366,2026,"Impact of pulsed field ablation-based pulmonary vein isolation on atrial fibrillation triggers originating from the superior vena cava."
41885669,2026,"ALARA+: Summit on Radiation and Orthopedic Risks in Fluoroscopic Laboratories."
41881368,2026,"Prognostic implications of intraventricular conduction disorders for the risk of sudden cardiac death in cardiac patients."
41887445,2026,"Impact of blood pressure on the risk of stroke and all-cause mortality in patients with atrial fibrillation across different age groups: a nationwide population-based study."
41887447,2026,"Sudden cardiac arrest in steatotic liver disease with metabolic dysfunction or increased alcohol intake."
41887448,2026,"Test-retest reliability of clinical supine-to-stand tests in patients with postural orthostatic tachycardia syndrome: A cautionary tale."
41887449,2026,"The role of His-Purkinje system activation in preventing malignant reentrant ventricular arrhythmias during left bundle branch area pacing: Reverse electrical remodeling or restored left ventricular activation?"
41921884,2026,"Ultrasound-guided parasternal tunneling during intermuscular subcutaneous implantable cardioverter-defibrillator implantation is associated with lower shock impedance and more favorable implant geometry."
41933628,2026,"Adenovirus-associated viral vector-based gene-replacement therapy for the treatment of arrhythmogenic cardiomyopathy: A risk-benefit perspective in an evolving field."
41933629,2026,"Arrhythmias and cardiac devices management in oncology patients."
41933630,2026,"Lead I R-wave peak time as a criterion for conduction system capture during left bundle branch area pacing."
41887446,2026,"Reversible epsilon waves in acute pulmonary embolism."
41802691,2026,"Activated clotting time platforms matter: Evidence gaps and real-world variability in anticoagulation targets during left atrial ablation."
41881367,2026,"Genotype-phenotype correlation of 139 p.Gln530Ter-KCNQ1 patients with inherited long QT syndrome."
41871646,2026,"Impact of extended rhythm monitoring on arrhythmic risk estimates in phospholamban cardiomyopathy."
41819242,2026,"A novel cardiac implantable electronic device failure with protean manifestations."
41819243,2026,"Left atrial appendage occlusion and concomitant catheter ablation procedures."
41819244,2026,"Non-invasive assessment of left ventricular activation delay for identifying cardiac resynchronization therapy responders using ultra-high-frequency electrocardiogram."
41819245,2026,"Electrogram-guided pulsed field ablation for persistent atrial fibrillation: A prospective cohort study."
41825582,2026,"Antidepressant treatment duration and risk of sudden cardiac death: A nationwide cohort study."
41864299,2026,"Safety of catheter ablation compared with antiarrhythmic drugs for atrial fibrillation: A systematic review and meta-analysis of randomized trials."
41864300,2026,"Differential responses of J waves to heart rate changes in idiopathic ventricular fibrillation and the general population in Japan."
41871647,2026,"Angiographic and histological characterization of pulsed field ablation-induced coronary spasm: Differential effect of 2 waveforms."
41864301,2026,"Quantification of left and right atrial late gadolinium enhancement using different methods in healthy individuals."
41864304,2026,"First commotio cordis documented case in baseball."
41864305,2026,"Characterization of radiofrequency ablation lesions by high-density unipolar, bipolar and omnipolar voltage mapping."
41864306,2026,"Insights from 10-year follow-up of His bundle pacing: A multicenter experience."
41864307,2026,"Safety and effectiveness of zero-fluoroscopy atrial fibrillation ablation in community hospitals vs tertiary centers."
41864303,2026,"Safety and efficacy of Watchman extraction using a double transseptal approach."
41866057,2026,"Reply to the letter to the Editor- Reconsidering the blanking concept in early postablation recurrence analyses."
41866058,2026,"To the Editor- Reconsidering the blanking concept in early postablation recurrence analyses."
41864302,2026,"Left bundle branch area stylet-driven lead: Performance, safety, and quality of life at 12 months after implant (the BIO-CONDUCT investigational device exemption study)."
41979556,2026,"Marshall-plan ablation strategy for recurrent persistent atrial fibrillation in patients with durably isolated pulmonary veins."
41956263,2026,"Atrial fibrillation in hypertrophic cardiomyopathy: A unique clinical entity requiring dedicated study."
41991015,2026,"From invasive option to safer standard: Reframing catheter ablation in atrial fibrillation management."
42097248,2026,"SMARTBrugada study: Smartwatch marginosternal application for recording type I Brugada pattern."
42092568,2026,"TWOSOME trial: Randomized comparison of single-shot vs single-tip pulsed field ablation for pulmonary vein isolation."
42092569,2026,"Global research trends in cancer-associated atrial fibrillation: A bibliometric analysis of the cardio-oncology interface."
42081984,2026,"Use of rhythm control therapy for atrial fibrillation among veterans in the Southeastern United States by rurality."
42055665,2026,"Editorial: The role of device standards in ensuring safety of patients with cardiac implantable electronic devices undergoing catheter ablation."
42055664,2026,"Effects of catheter ablation on cardiac implantable electronic device systems: An evolving spectrum."
42055663,2026,"Advances in autonomic neuromodulation for cardiac arrhythmias: Shifting paradigms in pathophysiology and therapeutics."
42055662,2026,"QT/RR fingerprint."
42055661,2026,"The future of the Heart Rhythm Society."
41784576,2026,"Corrigendum to ""Development and validation of a new disease-specific quality-of-life measure for atrial fibrillation derived from patient perspectives: The Atrial Fibrillation Patient-Reported Outcome Measures (AF-PROMs) Questionnaire,"" Heart Rhythm, Volume 22, Issue 8, P1922-1934, August 2025."
41740820,2026,"Pulsed field ablation and arcing phenomenon near left atrial appendage occlusion devices: An in vitro study."
41690440,2026,"Adverse events during catheter ablation in patients with cardiac implantable electronic devices."
41672209,2026,"Sinus node dysfunction after surgery for congenital heart disease: Incidence and impact on recovery."
41662984,2026,"Effect of biventricular pacing on ventricular tachycardia recurrence after catheter ablation."
41638617,2026,"Reablation of atrial fibrillation targeting electrogram dispersion in patients with isolated veins: The RESTART trial."
41621737,2026,"Timing and characteristics of carotid microembolic signals during pentaspline pulsed field ablation."
41616899,2026,"Ischemia modulation via coronary revascularization and effects on the arrhythmic substrate."
41621735,2026,"Clinical feasibility of an electrogram analysis tool for lesion assessment and workflow support in pulsed field ablation."
41621736,2026,"Association between early and late atrial tachyarrhythmia recurrences after pulsed field ablation for atrial fibrillation: A systematic review and meta-analysis."
42142858,2026,"Optimizing Defibrillation Waveforms for the Real World."
41985549,2026,"Comparative 1-year outcomes of pentaspline versus circular array pulsed field ablation for pulmonary vein isolation with adjunctive atrial lines."
42162774,2026,"Cost-Effectiveness of Catheter Ablation in End-Stage Heart Failure with Atrial Fibrillation: Insights from CASTLE-HTx."
42165756,2026,"Progression of persistent atrial fibrillation and impact of ablation: A systematic review and meta-analysis."
42097249,2026,"Lower socioeconomic status is associated with lower quality of care of atrial fibrillation despite comprehensive no-cost access to medical care in Australia."
42142860,2026,"Off-Target Myocardial Necrosis Due to Incomplete Balloon Occlusion During Retrograde Coronary Venous Ethanol Ablation."
41500488,2026,"Cardiac deceleration/acceleration capacity demonstrates autonomic modulation in patients with paroxysmal atrial fibrillation undergoing pulsed-field ablation."
41519353,2026,"Simulation of peri-mitral ablation lines using photon-counting computed tomography-based mapping of atrial wall thickness and epicardial adipose tissue."
41564963,2026,"A review of etripamil: A new paradigm for treating paroxysmal supraventricular tachycardia for an informed, shared decision."
41581847,2026,"Permanent damage to implantable cardioverter-defibrillators during left-sided septal ventricular tachycardia ablation using a lattice-tip catheter: A case series."
41581850,2026,"Closure of secundum atrial septal defect and risk of incident and recurrent arrhythmia."
41592672,2026,"Racial, ethnic, socioeconomic, and geographic inequities in catheter ablation for atrial fibrillation."
41500486,2026,"Cardiovascular prognostic impact of missense vs nonmissense lamin A/C variants: A systematic review and meta-analysis."
42097250,2026,"The development and progression of left atrial myopathy in patients undergoing recurrent left atrial ablation procedures."
42097251,2026,"Current of injury mapping and right atrial lead performance with selective use of stylet railing."
42097252,2026,"Using monophasic potential mapping to visualize the Brugada substrate."
42140407,2026,"High-Sensitivity Cardiac Troponin I for Enhanced Risk Stratification in Primary Prevention for Sudden Cardiac Death in Hypertrophic Cardiomyopathy."
42140408,2026,"Lattice-tip catheter for septal ventricular tachycardia ablation guided by preprocedural imaging."
42140409,2026,"Intracardiac Echocardiography from the Left Heart Chambers to Guide Electrophysiology Procedures."
42140410,2026,"Principles Guiding PFA Cardiac Catheter and Sheath Management from Preclinical Assessment of Microbubble Formation and Air Intrusion Models."
42140411,2026,"P-wave Morphology of Bachmann's Bundle Pacing Based on Electroanatomical Mapping and Intracardiac Echocardiography."
42140412,2026,"Spatial Dissociation Between Atrial Exit and the Putative Slow Pathway Substrate in Atypical AVNRT."
42119915,2026,"Artificial Intelligence Versus Electrophysiologist Adjudication of Atrial Arrhythmias."
42140413,2026,"Anatomical Considerations for Left Bundle Branch Area Pacing."
42140415,2026,"Long-Term Performance of Conduction System Pacing in Patients With Congenital Heart Disease."
42140416,2026,"Electrophysiologic Observations During and After Transcatheter Aortic Valve Replacement (TAVR)."
42142854,2026,"The SIMPLE Registry: SIMplified Approach for Percutaneous LAA Exclusion."
42142855,2026,"DURABILITY OF PULMONARY VEIN ISOLATION: DOES THE PULSED FIELD ABLATION SYSTEM MATTER?"
42142856,2026,"Impact of percutaneous mechanical circulatory support to guide ablation of ventricular arrhythmias: Rationale for a national German ablation registry."
42142857,2026,"Right Ventricular Dysfunction in Patients with Symptomatic Atrial Fibrillation: Prevalence and Functional Implications."
42140414,2026,"Feasibility and Outcomes of Repeat Epicardial Access in Arrhythmogenic Right Ventricular Cardiomyopathy."
41620058,2026,"Incidental ambulatory ECG findings during atrial fibrillation screening in community-based populations: A systematic review and meta-analysis."
42119914,2026,"Long-Term Effects of Catheter Ablation vs Medical Therapy in Patients with Atrial Fibrillation and Heart Failure: A Reconstructed Individual Patient Data Meta-Analysis."
42119912,2026,"Class IC Antiarrhythmic Therapy in Myocarditis With Non-Severe LV Dysfunction."
42097253,2026,"Mechanical resynchronization in left bundle branch block achieved by conduction system pacing: A strain-based analysis."
42097254,2026,"A new mapping and ablation strategy for premature ventricular complexes originating from the proximal left anterior fascicle under the guidance of electrocardiographic characteristics."
42097255,2026,"Long-term outcomes among patients with and without psychiatric disorders following out-of-hospital cardiac arrest."
42097256,2026,"The irregularity factor: Mechanistic insights into beat-to-beat irregularities in atrial fibrillation cycle length."
42097257,2026,"ERBB4 activation as a new therapy for atrial remodeling and fibrillation."
42097258,2026,"Acute ventricular arrhythmia and tissue effects of radiofrequency delivery through a pacing lead in a beating swine septum."
42119913,2026,"Association between atrial fibrillation duration and epicardial adipose tissue: Insights into the ""AF begets EAT"" framework."
41956264,2026,"Distinct mechanistic features of atrial fibrillation in hypertrophic cardiomyopathy."
42107680,2026,"Durability of Atrial Linear Lesion Sets Using a Dual-energy Lattice-tip Catheter: Data from Invasive Remapping."
42107681,2026,"The time has come for a prospective randomized trial to evaluate the safety of Class Ic drugs in patients with coronary artery disease."
42107682,2026,"Polymorphic ventricular tachycardia deteriorating into ventricular fibrillation during radiofrequency-facilitated left bundle branch pacing lead implantation in complete atrioventricular block."
42107683,2026,"Nanosecond and Microsecond Pulse Field Ablation for Paroxysmal Atrial Fibrillation: Muscle Response, Procedural Safety, and 6-Month Outcomes."
42107684,2026,"Association between Cardiovascular-Kidney-Metabolic syndrome and clinical outcomes in Patients with Atrial Fibrillation: Insights from COOL-AF registry."
42126385,2026,"Electrosurgery to traverse surgerized ventricular septum and facilitate left bundle branch area pacing."
42107679,2026,"Why Electrophysiologists Need Bayesian Thinking, or... What Are The Chances, Doctor?"
41620057,2026,"VERSA: Omnipolar vector mapping from arbitrarily positioned electrodes."
42142859,2026,"Sudden cardiac death and major arrhythmic events in patients with Fabry disease: risk stratification in the FHFc multicenter study."
41592673,2026,"Liver fibrosis and sudden cardiac arrest: A prospective cohort study of 452,454 individuals."
42019797,2026,"Cardiac STIM1 deficiency triggers mitochondrial fission to impair electrophysiological function and exacerbate post-MI remodeling."
42019798,2026,"Transseptal interventions and the interatrial septum."
42019799,2026,"Effect of atrial fibrillation on progression of cognitive impairment in patients with and without prior stroke."
42091101,2026,"HRS scientific statement on artificial intelligence integration framework into clinical electrophysiology workflows."
42103288,2026,"Digital health tools for patient-centered lifestyle and risk factor modification in atrial fibrillation management."
41791730,2026,"Erratum to 'Neuroimmune modulation mediated by IL-6: A potential target for the treatment of ischemia-induced ventricular arrhythmias' [Heart Rhythm 21/5 (2024) 610-619]."
42018464,2026,"2026 ACC/AHA/HRS advanced training statement on clinical cardiac electrophysiology (Revision of the 2015 ACC/AHA/HRS advanced training statement on clinical cardiac electrophysiology): A report of the ACC Competency Management Committee."
42019796,2026,"Amiodarone's impact on substrate mapping for scar-related ventricular tachycardia: Insights from personalized heart digital twins."
42024058,2026,"Increased risk of lead transection and procedural complexity during extraction of thin-diameter, single filar pacemaker leads."
42029362,2026,"Glucagon-like peptide-1 and atrial fibrillation incidence: Associations independent of weight loss."
42029363,2026,"Atrial fibrillation recurrence and outcomes in patients with hypertrophic cardiomyopathy: Insights from a nationwide real-world cohort."
42031362,2026,"Offsetting costs of new ablation technologies with increased procedural efficiency and volume."
42034326,2026,"HRS position statement: Changing the tide in CPR and AED education for students in the United States."
42034327,2026,"2026 HRS/AHA/APHRS/EHRA/IDSA/LAHRS/PACES/STS expert consensus statement update on cardiovascular implantable electronic device lead management and extraction."
42034328,2026,"New and recurrent atrial fibrillation in patients with obstructive hypertrophic cardiomyopathy receiving mavacamten."
42035937,2026,"Variable loop circular catheter pulsed field ablation in real-world practice: Low complication rates across patient and procedural characteristics in the REAL AF registry."
42029361,2026,"Left septal fascicular block-like ECG pattern in acute coronary syndrome: Clinical presentation and prognostic implications."
42019795,2026,"Ventricular arrhythmias in acute myocardial ischemia: Risk factors, mechanisms, and prognostic value."
42019794,2026,"Patient vulnerability associated with acute kidney injury after pulsed field ablation: A role for baseline biomarkers and haptoglobin phenotype."
42019793,2026,"Determinants of recurrence after epicardial ventricular tachycardia ablation in structural heart disease."
41997384,2026,"12-month outcomes of cavotricuspid isthmus ablation using a pentaspline pulsed field ablation catheter."
41997385,2026,"Stylet-driven vs non-stylet-driven leads for conduction system pacing: Insights from the NCDR Electrophysiology Device Implant Registry."
41997386,2026,"Practice patterns for anticoagulation monitoring after successful typical flutter ablation and related outcomes: An ITHACA-Database study."
41997387,2026,"Double potential gradient analysis for critical isthmus detection in scar-related atrial tachycardia."
41997388,2026,"Squeezing the atrial voltage map with a peak frequency-tailored approach: When no one knows where the microreentrant circuit is."
41997389,2026,"Predictive value of early recurrence after atrial fibrillation ablation: A propensity-matched comparison between pulsed field ablation and radiofrequency ablation."
41997390,2026,"Anatomic localization of trigger sites initiating stretch-induced hypotension in humans."
41997391,2026,"Trajectories of coronary sinus pacing cathode to predict cardiac resynchronization therapy outcome: The TRAJECTORIES study."
42002011,2026,"Pulsed field ablation with a pentaspline catheter and concomitant left atrial appendage closure for long-standing persistent atrial fibrillation: Comparison with a radiofrequency cohort."
42002012,2026,"Impact of age and diagnosis-to-ablation time on sex differences in 12-month outcomes after catheter ablation for atrial fibrillation: An admIRE subanalysis."
42002013,2026,"Pulse field ablation induces non-apoptotic cardiomyocyte death in vitro accompanied by thermal effects."
42002014,2026,"Patterns of antithrombotic treatment after left atrial appendage occlusion."
42002015,2026,"Outcomes of cardiac resynchronization therapy in adults with congenital heart disease and heart failure with reduced ejection fraction."
42002016,2026,"Direct oral anticoagulants vs dual antiplatelet therapy following left atrial appendage closure in atrial fibrillation."
