PMID,Year,Title
41954913,2026,"Genome-wide association study-identified novel genetic loci for QT interval in Taiwan: implications for population-specific arrhythmia risk."
41922901,2026,"Ethanol infusion of the vein of marshall-based strategies for persistent atrial fibrillation: a systematic review and meta-analysis of randomized trials."
41910215,2026,"Pulsed field ablation for atrial fibrillation in patients with heart failure: insight from the ATHENA registrys."
41894228,2026,"Relationships between three-dimensional fibrosis distribution, atrial adiposity, and voltage abnormalities associated with persistent atrial fibrillation."
41894223,2026,"Association of non-invasive atrial cardiomyopathy markers with cerebral stroke lesions: a population-based analysis from the Hamburg City Health Study."
41877360,2026,"The blanking interval after atrial fibrillation ablation: time for reassessment with pulsed field energy."
41873929,2026,"Promising advances and remaining challenges in AI-driven QTc estimation."
41873928,2026,"Response to 'promising advances and remaining challenges in AI-driven QTc estimation' by Zekai Yu."
41871424,2026,"Cryoballoon vs. pulsed-field ablation for pulmonary vein isolation and roof line ablation in persistent atrial fibrillation with left atrial dilatation."
41870212,2026,"Cryptogenic stroke in women: impact of insertable cardiac monitoring in the STROKEWISE cohort study."
41870183,2026,"Incidence and predictors of AF recurrence during long-term follow-up of patients after PF ablation for atrial fibrillation."
41846582,2026,"CALM1, CALM2, and CALM3 expression and translation efficiency provide insight into the severity of calmodulinopathy."
41841447,2026,"Correction to: Practical compendium of antiarrhythmic drugs: a clinical consensus statement of the European Heart Rhythm Association of the European Society of Cardiology."
41830489,2026,"Key stakeholder views on atrial fibrillation screening: a systematic mixed-studies review and interpretive analysis."
41830185,2026,"Ventricular tachycardia ablation associated abnormalities on FDG PET/CT in patients with suspected cardiac sarcoidosis."
41824801,2026,"Ca2+ signalling in cardiac muscle: the importance of balances."
41817381,2026,"Validation of an imageless electrocardiographic imaging technique for the non-invasive mapping of regular atrial tachyarrhythmias."
41812233,2026,"Fto-mediated m6A demethylation of Lox drives atrial fibrosis and promotes atrial fibrillation in a murine model of hyperthyroidism."
41812136,2026,"Further mystification of SCN5A phenotypes: sodium channel blockade in individuals with loss-of-function sodium channel mutations dangerous or helpful?"
41812135,2026,"Clinical profile and prognosis of brugada syndrome SCN5A variant carriers with negative sodium channel blocker challenge."
41811760,2026,"Pre-procedural time spent in atrial fibrillation using intermittent ECG monitoring is associated with arrhythmia recurrence after ablation: the ISOLATION cohort study."
41807115,2026,"Electrophysiology consumables procurement in Europe: implications for access, innovation and value-based care."
41807050,2026,"Correction to: Public procurement of cardiac implantable electronic devices across Europe: are we purchasing value or cost-effectiveness?"
41785165,2026,"Calcium release channel deficiency syndrome in patients diagnosed with idiopathic ventricular fibrillation and decedents classified as sudden unexplained death in the young."
41782217,2026,"Very-high-power, ultra-short-duration radiofrequency for superior vena cava isolation: translational validation in porcine and clinical cohorts."
41778603,2026,"Burden and age-specific trends of atrial fibrillation/atrial flutter from 1990 to 2023: a growing challenge among younger and middle-aged adults."
41774771,2026,"Gut microbiota dysbiosis promotes chronic kidney disease-associated atrial fibrillation through activation of the NLRP3 inflammasome."
41764652,2026,"Physical activity and risk of adverse events in atrial fibrillation: evidence from European and Asian cohorts."
41742790,2026,"Fluoroscopy-minimization strategy for catheter ablation of Supraventricular Tachycardia by wOmen OPerators: the STOOP Multicentre Registry."
41739599,2026,"Alcohol Consumption and Incident Atrial Fibrillation: Rethinking Dose, Risk, and Dogma."
41738436,2026,"Left bundle branch area pacing vs. right ventricular pacing in post-transcatheter aortic valve implantation patients: a retrospective propensity-matched analysis."
41732838,2026,"Upgrading expandable leadless pacemakers from single- to dual-chamber."
41731717,2026,"Shortest pulmonary vein atrial fibrillation cycle length identifies pulmonary vein isolation responders beyond clinical atrial fibrillation pattern: the FARS-AF II study."
41731706,2026,"Clinical significance of field safety notices concerning implantable pacemakers and defibrillators."
41712451,2026,"Cardiovascular-kidney-metabolic interplay in patients with atrial fibrillation receiving direct oral anticoagulants."
41709819,2026,"Contemporary management of atrial fibrillation in patients with cancer-the 2025 European Heart Rhythm Association survey."
41709087,2026,"Public procurement of cardiac implantable electronic devices across Europe: are we purchasing value or cost-effectiveness?"
41700475,2026,"Distinct intracardiac electrogram waveforms with perforation during left bundle branch area pacing implantation."
41685851,2026,"Leadless pacemaker implantation in the region of Bachmann's bundle: initial results."
41669820,2026,"Artificial intelligence ECG localization facilitates focused activation mapping and improves outcomes in hemodynamically unstable ventricular tachycardia."
41666150,2026,"Semaglutide as adjunctive therapy to catheter ablation in obesity-related paroxysmal atrial fibrillation."
41662626,2026,"Characteristics of sudden cardiac arrest during endurance racing: a decade of the Paris registry."
41655229,2026,"Workflow and sedation choice with the PFA variable-loop circular catheter in real-world AF procedures: insights from the prospective multi-centre VARIPURE clinical study."
41645487,2026,"Three-year clinical outcomes of left atrial appendage occlusion with or without ablation: insight from the RECORD study."
41643194,2026,"Feasibility, procedural efficiency, and early imaging outcomes of concomitant pulsed field ablation and left atrial appendage closure: a prospective single-centre study."
41628227,2026,"Coronary artery spasm in cardiac arrest survivors."
41626882,2026,"Heterogeneity of outcomes reporting in catheter ablation trials for ventricular tachycardia: a systematic review."
41612963,2026,"Irregular atrial arrhythmias shorter than 30&#x2005;s and the risk of atrial fibrillation on continuous monitoring."
41607135,2026,"Validation of the PADIT (prevention of arrhythmia device infection trial) risk score for infection and infection subtypes."
41604164,2026,"Reprocessing of single-use medical devices in cardiology: a systematic literature review of safety and performance characteristics applied to cardiac electrophysiology."
41589068,2026,"Deep learning to predict left ventricular hypertrophy from the electrocardiogram."
41563860,2026,"Safety and efficacy of intracardiac echocardiography in atrial fibrillation ablation: a meta-analysis."
41555060,2026,"Effect of Weight Loss Amplitude Combined with Antiarrhythmic Drugs on Atrial Fibrillation Freedom, as compared to Catheter Ablation: A Sub-Analysis of the PRAGUE-25 Trial."
41554110,2026,"Atrioventricular synchrony maintained by a dual-chamber leadless pacemaker in real-world conditions."
41553502,2026,"Mechano-electrical feedback in transgenic rabbit models of long QT syndrome Type 2 and short QT syndrome Type 1."
41546622,2026,"Atrial fibrillation ablation using three-dimensional artificial intelligence module integration with intracardiac echocardiography."
41529209,2026,"Tips and tricks for extravascular implantable cardioverter-defibrillator implantation: a single-centre experience."
41529208,2026,"Left atrial appendage occlusion in patients with atrial fibrillation and major gastrointestinal bleeding: outcomes from a multi-hospital health system."
41529205,2026,"Impact of saline irrigation on haemolysis, silent cerebral lesion incidence, thermal dynamics, and bubble formation in pulsed field ablation with a variable-loop circular catheter."
41528233,2026,"Relationship between atrial fibrillation ablation and gross domestic product across Europe."
41518590,2026,"Stereotactic radioablation for ventricular tachycardia in patients untreatable by catheter ablation: evidence of efficacy, safety, and impact on coronary arteries."
41512109,2026,"Computer-aided characterization of the arrhythmogenic substrate after myocardial infarction."
41508831,2026,"Identification and functional assessment of a KCNH2 compound heterozygosity in a patient with presumed idiopathic ventricular fibrillation ascertains the diagnosis of long QT syndrome type 2."
41468149,2026,"A tailored approach to cardioneuroablation for reflex syncope and functional bradycardia: results from the ELEGANCE multicentre study."
41443252,2026,"SPARC: a structural pathogenicity algorithm for risk classification of hERG variants."
41397436,2026,"Ablation of atrial fibrillation sources identified through sequential high-density mapping: in silico comparison against anatomy-based approaches."
41396876,2026,"Lessons from the finish line: understanding cardiac arrest in endurance racing."
41379755,2026,"Outcomes for patients implanted with a cardioverter-defibrillator at <19 years of age: a Swedish national study."
41349571,2026,"Automated generation of ablation lesion masks: a unison of electro and optic flow mapping for persistent AF virtual cohorts."
41205812,2026,"Primary prevention implantable cardioverter-defibrillator therapy in non-ischaemic heart failure with reduced left ventricular ejection fraction: a European Heart Rhythm Association survey."
40743271,2026,"Hypokalaemia and bradycardia unmask the loss-of-function phenotype of a Brugada Syndrome SCN5A mutation."
41437309,2025,"Controversy: pulsed field ablation is the standard technique for all the candidates for atrial fibrillation ablation."
41435855,2025,"Management of patients with atrial tachycardia: a clinical consensus statement of the European Heart Rhythm Association (EHRA) of the ESC, endorsed by the Heart Rhythm Society (HRS), the Asia Pacific Heart Rhythm Society (APHRS), the Latin American Heart Rhythm Society (LAHRS), and the Association for European Paediatric and Congenital Cardiology (AEPC)."
41433135,2025,"Controversy: in heart failure patients with a reduced ejection fraction and left bundle branch block, conduction system pacing can be a valid alternative to biventricular pacing-pro and contra."
41392710,2025,"Transforming atrial fibrillation management by targeting comorbidities and reducing atrial fibrillation burden: the 10th AFNET/EHRA consensus conference."
41379769,2025,"Risk of cancer following presentation with new-onset atrial fibrillation using data from UK national databases."
41378985,2025,"Cardiac implantable electronic device upgrades and downgrades: a Clinical Consensus Statement of the European Heart Rhythm Association (EHRA) of the ESC, the Asia Pacific Heart Rhythm Association (APHRS), Canadian Heart Rhythm Society (CHRS), Heart Rhythm Society (HRS), and the Latin American Heart Rhythm Society (LAHRS)."
41376549,2025,"Electrophysiological characteristics of Purkinje potentials and the conduction system in premature ventricular contractions triggering ventricular fibrillation after myocardial infarction."
41364064,2025,"Averaging real-time impedance enhances the prediction of steam pop risk and lesion characteristics."
41363248,2025,"Pulsed field ablation for atrial fibrillation ablation: a European Heart Rhythm Association survey."
41350951,2025,"Pre-procedural computed tomography predicts procedural complexity and complications in bidirectional rotational mechanical transvenous lead extraction."
41343272,2025,"How much does elective cardioversion increase the risk of ischaemic stroke compared to the baseline risk in atrial fibrillation? A nationwide study."
41342526,2025,"Early rhythm control in patients with acute decompensated heart failure: results from the CYCLE cohort study."
41329640,2025,"Outcomes of functional ventricular tachycardia ablation vs. medical therapy in Chagas cardiomyopathy patients with implantable cardioverter-defibrillators: a competing risks analysis."
41329498,2025,"Atypical atrial flutter ablation: clinical practice on patient selection, mapping, ablation strategies, and procedural endpoints-results from a European Heart Rhythm Association survey."
41328489,2025,"Effect of scar distribution on transmural and planar repolarization gradients and dispersion in non-ischemic cardiomyopathies with ventricular arrhythmias."
41325777,2025,"The role of sarcopenia in determining the risk of adverse events in atrial fibrillation: advancing the need for a geriatric approach."
41325775,2025,"SPECT-derived myocardial perfusion and viability as predictors of response to left bundle branch pacing for cardiac resynchronization therapy."
41316690,2025,"Catheter ablation vs. anti-arrhythmic drug therapy for ventricular tachycardia in ischaemic heart disease: a meta-analysis of randomized controlled trials."
41313719,2025,"Left ventricular ejection fraction and myocardial fibrosis in sudden cardiac death."
41311304,2025,"Women with persistent atrial fibrillation need more than pulmonary vein isolation: personalised extra-pulmonary vein ablation strategy vs. pulmonary vein isolation alone in the TAILORED-AF trial."
41290387,2025,"Clarifying the definition and handling of the early post-ablation period in studies of persistent atrial fibrillation."
41264464,2025,"Memantine use and risk of cardiac arrhythmias in Alzheimer dementia: a report from a global federated research network."
41263149,2025,"European Heart Rhythm Association survey on the perceived severity of complications in atrial fibrillation ablation: development of a standardized scoring model."
41253706,2025,"Associations between cardiac resynchronization therapy and clinical outcomes according to the atrial fibrillation status in patients with heart failure with reduced ejection fraction."
41250860,2025,"Intracardiac echocardiography guided anatomical approach to cardioneuroablation: feasibility and outcomes."
41248999,2025,"Prediction of late ventricular arrhythmias in patients with left ventricular assist device: insights from the VT-LVAD consortium."
41248987,2025,"Characterization of sedation strategies in real-world use of pulsed field ablation Sub-analysis of the EU-PORIA registry."
41239566,2025,"Procedural characteristics and clinical outcomes from same-day discharge after pulsed field ablation treatment for atrial fibrillation: an admIRE trial sub-analysis."
41239565,2025,"A day off to admIRE: same-day discharge after pulsed field ablation with a Variable-loop circular catheter."
41233941,2025,"Antiarrhythmic drugs for cardiac arrest with a shockable rhythm and their effect on outcomes: a systematic review with meta-analysis."
41229346,2025,"Tissue attached to retrieved left bundle pacing leads: histopathological evaluation of tissue composition in relation to difficult lead advancement."
41225709,2025,"Early ventricular tachyarrhythmia after myocardial infarction in patients using a wearable cardioverter defibrillator."
41218087,2025,"Micra leadless pacemaker revisions: incidence, characteristics, and outcomes from a multicentre French cohort."
41213867,2025,"Association between comorbidity burden and outcomes of catheter ablation vs. medical therapy for atrial fibrillation: insights from the CABANA trial."
41208416,2025,"Wearable Smartwatches for Atrial Fibrillation Detection and Burden Estimation After Ablation: Comparison With Continuous Monitoring."
41206703,2025,"Sarcopenia in atrial fibrillation: a risk factor for adverse outcomes in a UK Biobank study."
41206697,2025,"Familial risk of Wolff-Parkinson-White syndrome: a nationwide family study in Sweden."
41206691,2025,"Predictive value of ambulatory ECG monitoring for malignant arrhythmic events in genetic dilated cardiomyopathy."
41206582,2025,"Management of device-detected subclinical atrial fibrillation: a European Heart Rhythm Association survey."
41206581,2025,"Promoting differentiation of human-induced pluripotent stem cells into sinoatrial node-like cells through programmed regulation of AMPK signalling pathway."
41206344,2025,"Prediction of ventricular arrhythmias and sudden cardiac death by quantification and location of late gadolinium enhancement on cardiac magnetic resonance: a systematic review and meta-analysis."
41206343,2025,"Calmodulinopathies: the need for a registry."
41187955,2025,"Correction to: Acute ischaemic stroke during high-power short-duration ablation for atrial fibrillation patients: a case series study."
41166649,2025,"Assessment of temperature dynamics in pulsed field ablation with a variable-loop circular catheter: a comparative analysis of waveform configurations and irrigation rates in specimens of bovine ventricular myocardium."
41166645,2025,"The SIDECAR 2.0 (S-ICD registry in European paediatric and young adult patients with congenital heart defects 2.0): an analysis of European S-ICD clinical practice and its evolution in paediatric patients."
41160713,2025,"Comparison of readmission outcomes and complications between leadless and traditional transvenous pacemakers in older adults: a nationwide readmission analysis of 49852 admission events."
41160708,2025,"Mid- to long-term mechanical performance of left bundle branch area pacing: a comprehensive echocardiographic comparison of capture modalities."
41159553,2025,"Leadless vs. transvenous pacemakers following transcatheter aortic valve replacement: a dual-centre propensity score-matched observational study."
41150852,2025,"Adverse outcomes in patients with atrial fibrillation and a pacemaker: a cohort study."
41140122,2025,"QTcNet: a deep learning model for direct heart rate corrected QT interval estimation."
41140107,2025,"Implementation of new concise care pathways into a software tool to detect and manage comorbidities in older patients with atrial fibrillation: the Horizon 2020 EHRA-PATHS project."
41137671,2025,"Vascular cell adhesion molecule 1: a marker for atrial fibrillation and heart failure risk."
41137593,2025,"Repeat ablation for persistent atrial fibrillation: what lies beyond lines and veins?"
41133846,2025,"Influence of proton pump inhibitors on the incidence and clinical course of oesophageal fistula following catheter ablation for atrial fibrillation: a subanalysis of the POTTER-AF study."
41125244,2025,"Anterior mitral isthmus line using pulsed-field ablation with the pentaspline catheter or radiofrequency ablation: procedural characteristics, safety, and mid-term outcomes."
41118456,2025,"Vascular access and closure management for electrophysiological interventions in 2025: a Clinical Consensus Statement of the European Heart Rhythm Association and the European Association of Percutaneous Cardiovascular Interventions of the ESC, and the ESC Working Group on Cardiovascular Surgery."
41108755,2025,"Implantable cardioverter defibrillators for long QT syndrome and catecholaminergic polymorphic ventricular tachycardia? (Not so fast, Louis)."
41108754,2025,"Association between the baseline health status and long-term outcomes after catheter ablation for atrial fibrillation."
41105744,2025,"Impact of pulsed field vs. radiofrequency on atrial fibrillation ablation workflow and organization: a single high-volume centre experience."
41102868,2025,"Extravascular implantable cardioverter and leadless pacemaker interactions."
41099072,2025,"Device-lead abnormalities and function after transcatheter tricuspid valve replacement."
41092099,2025,"Apixaban in subclinical atrial fibrillation: stroke-driven value amid economic uncertainty."
41091713,2025,"Early substrate-based catheter ablation vs. antiarrhythmic drug therapy for ventricular tachyarrhythmias among patients with prior myocardial infarction: the MANTRA-VT randomized trial."
41091712,2025,"Genetic variants associated with ventricular arrhythmias during ajmaline test in Brugada syndrome."
41084096,2025,"Correction to: Distinct patterns of ventricular fibrillation onset in primary electrical diseases: insights from a retrospective multicentre registry."
41082504,2025,"Adherence to oral thromboprophylaxis in atrial fibrillation: an overview for clinicians."
41068973,2025,"Preclinical evaluation of a compliant and absorbable cardiac implantable electronic device antibacterial envelope."
41068972,2025,"Letter on 'Circumferential pulmonary vein isolation (CPVI) with adjunctive linear ablation vs. CPVI alone for long-standing persistent atrial fibrillation: a randomized pilot study'."
41066594,2025,"A review on wearable cardioverter-defibrillators in clinical practice for sudden cardiac death prevention and heart failure management."
41066377,2025,"Correction to:&#xa0;Biventricular vs. right ventricular pacing devices in patients anticipated to require frequent ventricular pacing (BioPace)."
41063651,2025,"Low-intensity pulsed ultrasound attenuates atrial remodelling and atrial fibrillation after myocardial infarction: an experimental pre-clinical study."
41062093,2025,"Discordance between left atrial pressure and risk scores in assessment of heart failure with preserved ejection fraction in patients with atrial fibrillation undergoing catheter ablation."
41061680,2025,"Feasibility and accuracy of wearable electrocardiogram monitoring in adult congenital heart disease."
41061672,2025,"Prevalence and severity of atrial cardiomyopathy in patients with recently diagnosed atrial fibrillation and stroke risk factors and its association with early rhythm control: a secondary analysis of EAST-AFNET 4."
41061136,2025,"Correction to: Atrial cardiomyopathy revisited-evolution of a concept: a clinical consensus statement of the European Heart Rhythm Association (EHRA) of the ESC, the Heart Rhythm Society (HRS), the Asian Pacific Heart Rhythm Society (APHRS), and the Latin American Heart Rhythm Society (LAHRS)."
41043006,2025,"Performance of DOAC and HAS-BLED scores in predicting major bleeding in Asian patients with non-valvular atrial fibrillation receiving direct oral anticoagulants."
41025750,2025,"Software-based analysis of T-wave morphology: identifying the electrocardiogram signature of high-risk long QT syndrome."
41024578,2025,"Distinct patterns of ventricular fibrillation onset in primary electrical diseases: insights from a retrospective multicentre registry."
41022583,2025,"Evolution of implantable cardioverter-defibrillator shock therapy in children in the era of optimized ICD programming and remote monitoring."
41020506,2025,"Prospective validation of SURPOINT index for creating atrial scar using Magnetic Resonance Imaging."
41020496,2025,"Peri-procedure and Mid-Long Term Effects of Pulsed Field Ablation vs. Thermal Ablation (Cryo- or Radiofrequency) on Autonomic Nervous System Function in Atrial Fibrillation: A Systematic and Quantitative Pooled-Analysis with Potential Implications for Patient Selection (The PULSE-COLD-HEAT-ANS Collaboration)."
41020486,2025,"Direct oral anticoagulants in very elderly and high-bleeding-risk patients with atrial fibrillation often excluded from oral anticoagulation therapy: a nationwide population-based cohort study."
41016029,2025,"Wall thickness-guided persistent atrial fibrillation ablation: have we found the holy grail?"
41002131,2025,"Redefining the anatomy of the triangle of Koch for the implantation of a dual-chamber single-capsule leadless pacemaker."
40990626,2025,"Application of peak frequency annotation after pulmonary vein isolation and its association with long-term atrial fibrillation recurrence."
40990042,2025,"Atrial fibrillation and implantable cardioverter-defibrillator in non-ischaemic heart failure with reduced ejection fraction: insights from the DANISH trial."
40986837,2025,"Jailed or freed? The lead dilemma in transcatheter tricuspid valve replacement."
40986824,2025,"Acute durability of cavotricuspid isthmus block after pulsed electric field ablation: randomized comparison of two pentaspline catheter configurations (SECTION trial)."
40986661,2025,"Sex- and maturation-specific challenges in paediatric athlete electrocardiographic interpretation: beyond current criteria."
40986656,2025,"A double paradox: end-stage renal disease-high thromboembolic and bleeding risk management using a device with risks of thromboembolism and bleeding."
40976590,2025,"Repeat in situ ablation vs. extensive ablation for recurrent persistent atrial fibrillation."
40976578,2025,"Contemporary strategies for repeat ablation of atrial fibrillation: a European Heart Rhythm Association survey."
40974073,2025,"Pharmacologic parasympathetic withdrawal to facilitate activation mapping and ablation of infrequent intraprocedural premature ventricular contractions."
40974035,2025,"Mapping and ablation outcomes of extra-pulmonary vein triggers in atrial fibrillation: single-centre retrospective study with consistent provocation protocol."
40973638,2025,"Atrial cardiomyopathy delays the endothelialization process of left atrial appendage occluders."
40973631,2025,"Clinical complexity in patients with atrial fibrillation: exploring differential risk profiles from European and Asian cohorts."
40973622,2025,"Coronary vasospasm during pulsed field focal ventricular ablation with solid tip catheter."
40973618,2025,"Underexplored energy reduction, posterior dosing constraints, and bundling effects in the PeAF-by-LAWT trial."
40973449,2025,"Electrical storm ablation: absolute benefit, risk-score discordance, and clinical equity."
40972594,2025,"Dynamic changes of artificial intelligence estimated electrocardiographic age and sex predicts recurrence after atrial fibrillation catheter ablation."
40971966,2025,"Towards smarter screening: refining ECG criteria for the youngest athletes."
40971763,2025,"Pulsed field ablation preserves left atrial volume compared to radiofrequency in persistent atrial fibrillation ablation beyond pulmonary veins."
40971527,2025,"Epicardial and hybrid surgical ablation of atrial fibrillation: 1-year follow-up outcomes of the EORP EHAFA registry."
40971515,2025,"Impact of pulse duration on cardiac electroporation: nanosecond pulses enhance cardiomyocyte selectivity and promote a Raman-detected shift towards apoptotic cell death."
40971505,2025,"A novel ECG marker for predicting left bundle branch area pacing success in left bundle branch block: notch/slur to QRS end duration."
40966626,2025,"Sedation vs. general anaesthesia in patients with atrial fibrillation undergoing catheter ablation: a systematic review and meta-analysis."
40966625,2025,"Right atrial endomysial fibrosis is associated with increased postoperative atrial fibrillation burden during 2.5 years of continuous rhythm monitoring after cardiac surgery including atrial arrhythmia surgery: RACE V Tissue Bank Study."
40966624,2025,"Long-term all-cause mortality and hospitalizations after catheter ablation in patients with paroxysmal and persistent atrial fibrillation."
40966623,2025,"Atrial fibrillation ablation in the perspective of holistic patient-centred care: all-cause mortality as an outcome of reference at long-term."
40966474,2025,"Electrical reconnection after pulsed field ablation with a circular over-the-wire catheter in atrial fibrillation."
