"PMID","Year","Title","Abstract","FirstAuthor"
"41441802","2025","Preimplantation AI-ECG Age as a Predictor of Survival Following Cardiac Resynchronization Therapy.","About one-third of patients with heart failure with reduced ejection fraction remain nonresponders to guideline-directed cardiac resynchronization therapy. An algorithm for age prediction using an artificial intelligence-enabled electrocardiography (AI-ECG) has been proposed as a marker of a patient's ""biological"" age. This study aimed to evaluate the utility of the preimplantation AI-ECG age in predicting survival post cardiac resynchronization therapy with defibrillator (CRT-D). We retrospectively reviewed records of patients who underwent CRT-D at the Mayo Clinic between January 1, 2001 and September 30, 2022. All patients with left ventricular ejection fraction ≤35%, QRS duration ≥120 milliseconds, and CRT-D were included. The primary endpoint was all-cause mortality. From preimplantation ECGs, chronological age and AI-ECG age were obtained using the Mayo Clinic AI-ECG age algorithm. The δage was calculated as the patient's AI-ECG age minus the chronological age. Survival analyses were conducted. A total of 464 patients were included. Patients with δage < 0 were chronologically older with a greater incidence of hypertension, coronary artery disease, hyperlipidemia, and peripheral vascular disease (P < 0.05). In multivariable analyses, with δage as a continuous variable, a lower δage correlated with longer survival post implantation (time ratio: 0.96; P = 0.007). Other markers of prolonged survival included a lower chronological age, nonischemic cardiomyopathy, absence of advanced chronic kidney disease, and hypertension. As a categorical variable, δage >5.1 years portended shorter survival than a δage between -5.1 and 5.1 years (time ratio: 0.62; P = 0.017). Preimplantation AI-ECG-derived δage is an independent predictor of survival post-CRT-D. The lower the AI-ECG age compared to the chronological age, the longer the post-CRT-D survival, possibly reflective of a lower ""biologic"" age.","Gupta"
"41416973","2025","Dynamic Conduction Variability: Beat-to-Beat Changes in His Bundle and Right Bundle Activation and QRS Morphology.","N/A","Miyazaki"
"41348081","2025","Predicting Sudden Cardiac Death in Patients With Sarcoidosis Using a Multimodal Artificial Intelligence Model.","Patients with cardiac sarcoidosis (CS) are at high risk of sudden cardiac death (SCD), but existing guidelines relying primarily on left ventricular ejection fraction (LVEF) in recommending implantable cardioverter-defibrillator therapy have limited accuracy. This study sought to develop and evaluate a multimodal artificial intelligence for ventricular risk stratification in CS (MAARS-CS), integrating raw late gadolinium enhancement cardiac magnetic resonance (LGE-CMR) images and clinical covariates to predict SCD risk in patients with sarcoidosis. A retrospective cohort of 317 patients with sarcoidosis was used to train and test MAARS-CS using 5-fold cross-validation. The model comprised a CMR branch using a 3-dimensional convolutional neural network for LGE-CMR image analysis, an electronic health records branch using a feedforward neural network for clinical covariates, and a classifier integrating multimodal information to predict personalized SCD risk. MAARS-CS achieved an area under the receiver-operating characteristic curve (AUROC) of 0.86 (95% CI: 0.80-0.91), significantly outperforming the LVEF ≤35% criterion (AUROC: 0.59; 95% CI: 0.53-0.66; P < 0.0001 compared with MAARS-CS) and continuous LVEF (AUROC: 0.77; 95% CI: 0.67-0.85; P = 0.019 compared with MAARS-CS). The model also showed higher area under the precision-recall curve (0.54 vs 0.43) and balanced accuracy (0.83 vs 0.74) compared with continuous LVEF. MAARS-CS maintained robust performance across varying image qualities and magnetic resonance sequences. Interpretation analysis identified key clinical covariates and important image regions contributing to SCD risk predictions. MAARS-CS offers superior predictive accuracy and consistency over LVEF in predicting SCD risk among patients with sarcoidosis. The model's robustness and interpretability enhance its potential as a reliable clinical decision support tool. With further validation, MAARS-CS may improve personalized patient care in sarcoidosis.","Lai"
"41288542","2025","Conduction System Pacing for Cardiac Sarcoidosis: A Mission Impossible for LBBAP?","N/A","Bressi"
"41288540","2025","Detection of Titin-Associated Electrocardiography Features in Dilated Cardiomyopathy Using Conventional and Deep Neural Network Analysis.","Titin truncating variants (TTNtvs) are the leading genetic cause of dilated cardiomyopathy (DCM). Although recommended, routine genetic testing is frequently not performed owing to resource constraints. This study sought to identify electrocardiography (ECG) parameters predictive of an underlying TTNtv in DCM patients, comparing conventional ECG analysis with an ECG-based deep neural network (DNN) to identify patients that would benefit most from targeted genetic testing. This retrospective multinational study compared baseline ECGs from 99 DCM patients with (likely) pathogenic TTNtv with 318 gene-elusive DCM patients. Conventional ECG parameters (eg, QRS duration) were extracted. The DNN was trained to compress ECGs into 21 explainable factors, summarizing relevant ECG features. Discriminative performances of both created models, built using LASSO regularization for variable selection to fit logistic regression model, were compared (eg, C-statistics). TTNtv patients were younger (50.5 vs 56.9 years; P < 0.001), predominantly male (69.7 vs 54.7%; P = 0.008), and had lower left ventricular ejection fraction (28.0% vs 35.0%; P < 0.001) compared with gene-elusive patients. Conventional ECG analysis identified shorter QRS duration (P < 0.001), prolonged PR interval (P < 0.001), and a trend toward reduced QRS voltage (P = 0.098) as TTNtv characteristics. In the DNN model, factors F1 (inferolateral T wave inversion) and F9 (anterior T-wave inversion), among others, were associated with TTNtv. The conventional and DNN models showed good predictive performance for TTNtv (C-statistics: conventional 0.83, DNN 0.86; P = 0.197). Conventional ECG and DNN analyses demonstrated similar good predictive performance in distinguishing TTNtv from gene-elusive DCM patients, emphasizing their potential as clinical tools to guide targeted genetic testing.","Heymans"
"41263722","2025","Left Bundle Branch Area Pacing in Patients With Cardiac Sarcoidosis.","Left bundle branch area pacing (LBBAP) offers a physiological alternative to traditional pacing and has shown benefit across cardiomyopathy phenotypes. In cardiac sarcoidosis (CS), in which septal inflammation and scarring are common, the performance and clinical impact of LBBAP remain unclear. The aim of this study was to evaluate procedural success, lead performance, and outcomes of LBBAP in patients with CS. This study retrospectively identified patients with CS who underwent LBBAP from January 2020 to March 2024 at a single tertiary center. CS was defined per Heart Rhythm Society criteria using histologic or imaging-based evidence. Procedural metrics, device parameters, and echocardiographic data were assessed at baseline and follow-up. LBBAP was confirmed by using European Heart Rhythm Association criteria. Nineteen patients met inclusion criteria (mean age 59 ± 12 years; 21% female). Atrioventricular block was the most common indication (58%). Septal involvement was seen in 53% (cardiac magnetic resonance imaging) and 61% (positron emission tomography). LBBAP was successful in all patients without acute complications. Baseline paced QRS duration was 139 ± 25 milliseconds; mean threshold was 0.75 ± 0.26 V, R-wave amplitude 15.2 ± 6.3 mV, and impedance 738 ± 208 Ω. Over a 437-day median follow-up, lead parameters remained stable. Among patients with LBBB, QRS >130 milliseconds, and left ventricular ejection fraction (LVEF) <50% (n = 4), LVEF improved from 27% ± 17% to 50% ± 12% (P = 0.06). No differences in pacing parameters were seen based on septal involvement. LBBAP in CS is feasible and provided stable long-term lead performance in this cohort. Larger studies are needed to assess its clinical benefit in the presence of septal inflammation and fibrosis.","Gurin"
"41134245","2025","QT Interval Correction in Left Bundle Branch Area Pacing.","N/A","Pillai"
"41134241","2025","Risk Stratification in Left Bundle Branch Block After Transcatheter Aortic Valve Implantation: A Multicenter ECG Algorithm Study.","Managing left bundle branch block (LBBB) after transcatheter aortic valve implantation (TAVI) remains challenging. The aim of this study was to develop a novel, simplified electrocardiogram (ECG) algorithm for predicting infranodal conduction delay in LBBB (both new onset as well as preexisting) patients after TAVI and to compare its performance vs current European Society of Cardiology (ESC) ECG criteria. A multicenter analysis of prospectively enrolled patients undergoing electrophysiology testing for preexisting or new-onset LBBB after TAVI was conducted. The novel algorithm was developed by analyzing various combinations of the PR interval, QRS duration pre-TAVI and post-TAVI, and changes in these parameters to identify patients with infranodal conduction delay (defined as a His-ventricular interval ≥70 milliseconds). A total of 769 patients with LBBB (12% preexisting) after TAVI underwent risk stratification using electrophysiology testing at 7 institutions (mean age 81 ± 7 years; 57% female; 21% His-ventricular ≥70 milliseconds). A novel algorithm using solely a PR interval of 190 milliseconds and a QRS interval of 160 milliseconds revealed a sensitivity of 88% and an negative predictive value of 92% for the rule-out of infranodal conduction delay (PR interval post-TAVI <190 milliseconds AND QRS duration post-TAVI <160 milliseconds) and a specificity and positive predictive value of 85% and 41%, respectively, for the rule-in of infranodal conduction delay (PR interval post-TAVI ≥190 milliseconds AND QRS duration post-TAVI ≥160 milliseconds). By comparison, the ESC ECG criteria showed a sensitivity of 72%, a negative predictive value of 88%, specificity of 53%, and a positive predictive value of 28%. The novel, simplified ECG algorithm showed a superior performance for the rule-out and rule-in of infranodal conduction delay compared with current ESC ECG criteria.","Badertscher"
"40938228","2025","Infant Electrocardiogram-Based Deep Learning Predicts Critical Congenital Heart Disease.","N/A","Mayourian"
"40866024","2025","Reply: Septal Perforation During Left Bundle Branch Pacing: Into the Abyss of the Unknown.","N/A","Kato"
"40866023","2025","Septal Perforation During Left Bundle Branch Pacing: Into the Abyss of the Unknown.","N/A","Ponnusamy"
"40838921","2025","Rethinking Risk in Mitral Valve Prolapse: The Promise of Machine Learning and Multimodal Phenotyping.","N/A","Deharo"
"40772890","2025","Seeing the Forest for the Trees: A Novel Marker for the His-Purkinje System.","N/A","Hanna"
"40767798","2025","Fully Automated Anatomy Labeling for Intracardiac Echocardiography Using Deep Learning.","Intracardiac echocardiography (ICE) is increasingly being used to guide electrophysiologic (EP) procedures but requires a considerable learning curve. ICE images collected from 2 separate institutions (605 EP procedures, 196,768 images) were used to develop an automated deep learning-based algorithm to detect anatomic structures from the right atrium. Fifteen of 21 anatomic structures were correctly identified with >70% precision and recall. Mislabeling of one anatomic structure for another was rare. This fully automated anatomy labeling algorithm can serve as an education tool or can be used as a navigation tool to guide ICE operators in EP procedures.","Gol Gungor"
"40738599","2025","Reply: QS Morphology in a Nonfiltered Unipolar Electrogram From a Left Bundle Branch Pacing Lead.","N/A","Kato"
"40738598","2025","QS Morphology in a Nonfiltered Unipolar Electrogram From a Left Bundle Branch Pacing Lead.","N/A","Iida"
"40569238","2025","New ECG Morphologic Criteria for the Identification of Left Bundle Branch Capture.","Identification of left bundle branch capture (LBBc) during left bundle branch area pacing remains challenging. This study sought to validate the utility of new simple morphologic criteria for the identification of LBBc. Patients with proven LBBc based on the presence of QRS transition during decremental output pacing were included. The paced VQRS upstroke/downstroke was quantitatively and qualitatively evaluated, and classified as fast or slow, with fast upstroke patterns associated with LBBc and slow upstroke patterns with left ventricular septal capture (LVSc). Additionally, the appearance of a paced QRS downstroke slurring/notching in any lead not previously present during lead penetration and/or an M QRS pattern in inferior leads was also considered suggestive of LBBc. Accuracy of these criteria was tested by independent evaluators using exclusively qualitative electrocardiogram morphologic features. 115 patients with proven LBBc were included. Mean VQRS upstroke duration during LBBc was significantly shorter than during LVSc (34.6 +/- 10.1 ms vs 63.2 +/- 12.1 ms; P < 0.001). A paced Vupstroke/downstroke ratio <1 had a sensitivity and specificity of 0.97 and 0.95 for the identification of LBBc. A slurred/notched QRS downstroke or M pattern in inferior leads was present in 91.1% during LBBc in baseline narrow QRS patients with inferior paced QRS axis, with sensitivity and specificity being 0.91 and 0.87, respectively. Using exclusively qualitative criteria, independent evaluators were able to identify the correct capture pattern in 87% of LBBc and 89% of LVSc cases, with diagnostic accuracy being significantly lower among dilated cardiomyopathy patients: 70.4% vs 93%; P = 0.004. Simple electrocardiogram morphologic criteria can accurately identify LBBc during left bundle branch area pacing in patients with baseline narrow QRS and/or without cardiomyopathy.","Cano"
"40569236","2025","Left Ventricular Mechanics During Left Ventricular Septal Pacing are Similar to Those During Left Bundle Branch Pacing.","N/A","Prinzen"
"40569235","2025","Demystifying the Electrocardiogram of Left Bundle Branch Area Pacing.","N/A","Burri"
"40504057","2025","Conduction System Pacing for Resynchronization Therapy: CONSYSTent and Beyond.","N/A","Chelu"
"40471767","2025","Detecting Arrhythmogenic Right Ventricular Cardiomyopathy From the Electrocardiogram Using Deep Learning.","N/A","Sigfstead"
"40439650","2025","Left Ventricular Mechanical Insights Into Left Bundle Branch Pacing and Left Ventricular Septal Pacing.","The relationship between left ventricular (LV) mechanical efficiency and various modalities of left bundle branch area pacing (LBBAP) is not well understood. The goal of this study was to evaluate the correlation between 2 different modalities of LBBAP, including left bundle branch pacing (LBBP) and LV septal pacing (LVSP) and myocardial work (MW), during spontaneous rhythm and LBBAP in patients with normal or moderately reduced LV ejection fraction. Patients were retrieved from the TREEBEARD prospective study and categorized into 2 groups based on whether they received LBBP or LVSP. MW was assessed using metrics such as global work index, global constructive work, global wasted work, and global work efficiency. Overall, 155 patients were included in the study (mean age 73.3 +/- 14.3 years; 74.8% male), with 102 in the LBBP group and 53 in the LVSP group. In the LBBP group, all MW indices displayed a strong correlation between values recorded during spontaneous rhythm and LBBP. Conversely, the LVSP group exhibited moderate correlations for global work index (r = 0.535; P = 0.004), global constructive work (r = 0.587; P = 0.009), and global work efficiency (r = 0.503; P = 0.01). Global wasted work did not show a statistically significant correlation (r = 0.641; P = 0.13). In patients with preserved or moderately reduced LV ejection fraction, LBBP exhibited LV mechanical efficiency comparable to that of spontaneous LV activation. Conversely, LVSP is a valuable option, but LV mechanics is impaired, showing a reduced GWE of the left ventricle.","Bertini"
"40439644","2025","Septal Intramyocardial Purkinje Network: A Potential New Mechanism Explaining Left Bundle Branch Area Pacing Physiology.","Despite the growing use of left bundle branch area pacing (LBBAP) to deliver conduction system pacing, the mechanism underlying the narrow QRS interval conferred by this pacing modality remains unclear. This study aimed to evaluate the mechanism that provides a most plausible explanation of LBBAP physiology. A cohort of 13 patients who had surface electrocardiographic (ECG) or intracardiac recording features not explainable by either selective or nonselective LBBAP were evaluated. Unique ECG patterns and intracardiac recordings over the right interventricular septum were analyzed, as well as septal Purkinje fiber staining patterns in human cardiac tissue, to assess whether such findings can be attributed to the capture of the recently discovered intramyocardial Purkinje network. The following unexpected ECG and intracardiac recording patterns were observed during LBBAP: 1) alternating incomplete right bundle branch block and left bundle branch block in an output-independent and output-dependent fashion; 2) variable, instead of all-or-none, recruitment of both left and right bundle systems; 3) correction of baseline right bundle branch block at low outputs; 4) paced QRS axis and duration closely matching the baseline narrow QRS interval in patients who underwent atrioventricular node ablation; and 5) intracardiac recordings demonstrating rapid, apparently nonphysiological activation of the right ventricular septum. Additionally, extensive Purkinje tissue was identified deep inside the septal myocardium in the human heart near the usual location of the LBBAP lead. These data suggest a potential physiological role of the intramyocardial Purkinje system. Direct capture of Purkinje fibers connected to both bundle branches to rapidly activate both ventricles could provide a unifying explanation for these counterintuitive findings.","Liu"
"40439643","2025","Simultaneous Right and Left Bundle Pacing: Rationale and Feasibility in Lieu of His Bundle Pacing.","N/A","Trivedi"
"40372330","2025","Clinical Response to Resynchronization Therapy: Conduction System Pacing vs Biventricular Pacing: The CONSYST-CRT Trial.","Randomized studies comparing conduction system pacing (CSP) with biventricular pacing (BiVP) are scarce and do not include clinical outcomes. The CONSYST-CRT (Conduction System Pacing vs Biventricular Resynchronization Therapy in Systolic Dysfunction and Wide QRS) trial aimed to test the noninferiority of CSP as compared with BiVP in patients with an indication for cardiac resynchronization therapy, with respect to a combined clinical endpoint at 1-year follow-up. A total of 134 patients with cardiac resynchronization therapy indication were randomized to BiVP or CSP and followed up for 12 months. Crossover was allowed when the primary allocation procedure failed. The atrioventricular interval was optimized to obtain fusion with intrinsic conduction. The primary combined endpoint was all-cause mortality, cardiac transplant, heart failure hospitalization, or left ventricular ejection fraction (LVEF) improvement <5 points at 12 months. Secondary endpoints were LVEF increase, LV end-systolic volume (LVESV) decrease, echocardiographic response (≥15% LVESV decrease), QRS shortening, septal flash correction, NYHA functional class improvement, and a combined endpoint of all-cause mortality, cardiac transplantation, and heart failure hospitalization. Sixty-seven patients were allocated to each group. Eighteen patients (26.9%) crossed from CSP to BiVP; 5 (7.5%) crossed over from BiVP to CSP. Noninferiority (NI) was observed for CSP compared with BiVP for the primary endpoint (23.9% vs 29.8%, respectively; mean difference -5.9; 95% CI: -21.1 to 9.2; P = 0.02) and for the combined endpoint of all-cause mortality, cardiac transplantation, and heart failure hospitalization (11.9% vs 17.9%; P < 0.01 NI); echocardiographic response (66.6% vs 59.7%; P = 0.03 NI); NYHA functional class (P < 0.001 NI); and QRS shortening (P < 0.01). LVEF, LVESV, and septal flash endpoint values were similar, but noninferiority was not met (14.1% ± 10% vs 14.4% ± 10%, -27.9% ± 27% vs -27.9% ± 28%, -2.2 ± 2.7 mm vs -2.7 ± 2.4 mm, respectively). CSP was noninferior to BiVP in achieving clinical and echocardiographic response, suggesting that CSP could be an alternative to BiVP. (Conduction System Pacing vs Biventricular Resynchronization Therapy in Systolic Dysfunction and Wide QRS [CONSYST-CRT]; NCT05187611).","Pujol-López"
"40338779","2025","Left Bundle Branch Pacing: Histology, the Key to Understand Different Responses.","N/A","Cabrera"
"40208157","2025","Partial Perforation: A Tolerated Reality of Left Bundle Branch Area Pacing?","N/A","Herweg"
"40117417","2025","Clinical Outcomes and Electrophysiological Characteristics of Partial Perforation After Left Bundle Branch Area Pacing.","Septal perforation, defined as partial or complete protrusion of a lead helix, is a potential complication of left bundle branch area pacing, theoretically increasing risks of pacing failure and thromboembolism. However, no studies have examined the long-term prognosis of patients with partial perforations (PPs). This study aimed to elucidate the incidence, outcomes, and electrophysiological characteristics of PP in clinical and experimental swine studies. Patients requiring pacing who underwent successful left bundle branch area pacing were retrospectively included. PP was identified using postoperative echocardiography. Clinical outcomes, including all-cause mortality, thromboembolism, and lead-related complications, were compared between the PP and non-PP groups. Waveforms from the nonfiltered unipolar electrogram (NF-EGM) recorded at the lead tip were evaluated to identify morphology specific to PP. Of the 95 patients, PP was confirmed in 25 (26.3%), occurring only in patients with left bundle branch capture, with an incidence rate of 41.7%. Event-free survival rates were comparable between the PP and non-PP groups at a median follow-up of 24 months (log rank, P = 0.298). No thromboembolisms or lead-related complications occurred in the PP group. The type-QS and type-R morphologies of NF-EGM reliably identified and excluded PP, respectively, as validated in swine heart experiments. This study found that PP is not associated with an increased risk of adverse clinical outcomes. Deep septal lead deployment utilizing the NF-EGM morphology would be useful in recognizing and avoiding PP intraoperatively.","Kato"
"40100197","2025","Real-World Artificial Intelligence-Based Electrocardiographic Analysis to Diagnose Hypertrophic Cardiomyopathy.","There is an emerging interest in artificial intelligence-enhanced 12-lead electrocardiogram (AI-ECG) in detection of hypertrophic cardiomyopathy (HCM). This study describes the initial real-world experience of using AI-ECG (Viz-HCM, developed using a convolutional neural network trained algorithm) in our center. All patients undergoing 12-lead electrocardiograms at Cleveland Clinic, Cleveland, Ohio, between February 19, 2024, and November 1, 2024, were prospectively analyzed for potential HCM using AI-ECG. The numbers of patients flagged for potential HCM were recorded. Presence of confirmed HCM, a new diagnosis of HCM following AI-ECG assessment (with a negative prior clinical evaluation), and alternative non-HCM diagnosis were recorded. Assessment of AI-ECG diagnostic performance was done using various HCM probability thresholds (≥0.95, ≥0.90, and ≥0.85). Of 103,492 electrocardiograms analyzed in 45,873 patients, AI-ECG flagged potential HCM in 1,265 (2.7%) unique patients. Of these, 511 (40.4%) had confirmed HCM, 63 (5%) had new HCM diagnosis, and 691 (54.6%) had an alternate diagnosis. HCM probability threshold of ≥0.85 provided the highest sensitivity (95%) for diagnosis of HCM with high specificity and accuracy (all >98%). The positive predictive value was the highest (66%) at the cutoff ≥0.95 but with a lower sensitivity at 50%. The AI-ECG algorithm performed similarly in both men and women, and was more sensitive in individuals <50 years but more specific in individuals ≥50 years. Prospective real-world application of the AI-ECG algorithm to detect HCM was associated with a high degree of accuracy, varying with the chosen probability threshold. It also enabled the identification of 5% of patients with no prior HCM diagnosis.","Desai"
"40100196","2025","Expert-Level Automated Diagnosis of the Pediatric ECG Using a Deep Neural Network.","Disparate access to expert pediatric cardiologist care and interpretation of electrocardiograms (ECGs) persists worldwide. Artificial intelligence-enhanced ECG (AI-ECG) has shown promise for automated diagnosis of ECGs in adults but has yet to be explored in the pediatric setting. This study sought to determine whether an AI-ECG model can accurately perform automated diagnosis of pediatric ECGs. This retrospective single-center cohort study included all patients with an ECG at Boston Children's Hospital read by an experienced pediatric cardiologist (≥5,000 reads) between 2000 and 2022. A convolutional neural network was trained (75% of patients) and internally tested (25% of patients) on ECGs to predict ECG diagnoses. The primary outcome was a composite of any ECG abnormality (ie, detecting normal vs abnormal ECG). Secondary outcomes include Wolff-Parkinson-White syndrome (WPW) and prolonged QTc. Model performance was assessed with area under the receiver-operating (AUROC) and precision recall (AUPRC) curves. The main cohort consisted of 201,620 patients (49% male; 11% with known congenital heart disease) and 583,134 ECGs (median age 11.7 years [Q1-Q3: 3.1-16.9 years]; 56% any ECG abnormality, 1.0% WPW, and 5.3% with prolonged QTc). The AI-ECG model outperformed the commercial software interpretations for detecting any abnormality (AUROC 0.94; AUPRC 0.96), WPW (AUROC 0.99; AUPRC 0.88), and prolonged QTc (AUROC 0.96; AUPRC 0.63). During readjudication of ECGs with AI-ECG/original cardiologist read discordance, blinded expert readers were more likely to agree with AI-ECG classification than the original reader to detect any abnormality (P = 0.001), WPW (P = 0.01), and prolonged QTc (P = 0.07). Our model provides expert-level automated diagnosis of the pediatric 12-lead ECG, which may improve access to care.","Mayourian"
"40099772","2025","Automated Diagnosis of Pediatric ECG Through AI-ECG: As Good (And Bad) as The Experts.","N/A","Nash"
